"AI_Adoption","Digital_Capability","Strategic_Decision_Quality","Innovation_Capability"
-0.776991495678961,-0.862743413101527,-0.81222487482402,-1.06577241656944
0.732580642184667,-0.862743413101527,-0.81222487482402,1.35709218937829
-2.2912997755054,0.987791893418323,-0.444948761080691,0.0012960642502263
0.486222418816272,1.27356839439528,1.06419047403389,1.03745598656008
0.732580642184667,1.27356839439528,1.06419047403389,0.0012960642502263
-0.52058262143672,-0.307611097524423,-0.0382973237716876,-0.406396558544213
-1.0317619485252,-0.325895340082842,-0.0666126208223117,-1.10608231761698
-0.776780705095031,-1.7336137019454,-0.450665264781101,-3.12376856619995
-1.28158546882469,0.461075884850377,-0.823060932485618,-0.0588548966969206
-0.532460147845661,-1.16356670646851,-0.428172230865231,-0.402445760741861
-1.53452904613584,-2.99905522059834,-2.68864022368194,-3.48863702251718
-0.271104341056673,-2.99053536001708,-0.795342585174215,-1.38540861938766
0.732580642184667,0.78628678609691,0.306815484343569,0.664523131113379
-0.266368199093858,-0.313362697034856,-0.439232257380282,0.298068428571682
0.227986669038936,-0.297904416096323,-0.438902529092484,0.640568469886653
-2.28180515513493,1.27356839439528,1.06419047403389,1.35709218937829
-0.0128685912793373,-0.845353742663321,1.06419047403389,1.35709218937829
-0.274013607484395,-0.345181146883159,0.306815484343569,0.00648421649640066
-0.77387143866731,-1.42944676101757,-0.428066471430886,-1.06577241656944
-0.526957184795539,-1.67531033458761,-0.444619032792894,-1.73694461448123
-2.03049999921979,-1.64348451138697,1.06419047403389,0.664523131113379
-0.530633272310566,-0.0864478536577967,0.329308518259439,-0.0470585568103691
-0.524047918367817,-0.862743413101527,-0.81222487482402,-1.06577241656944
-0.271315131640603,-0.862743413101527,-0.0605663888341042,1.02951085551145
0.479847855457453,1.27356839439528,1.06419047403389,1.35709218937829
-0.522010252248793,-0.0661186508549155,1.06419047403389,1.35709218937829
-0.0212808207571807,-0.862743413101527,-0.81222487482402,-1.06577241656944
0.231451965970033,-0.0384415613349952,-1.55897532572144,-0.342394388759144
-0.267639044125576,-0.0860895092239934,-0.428066471430886,-0.402445760741861
-1.53431825555191,-1.92109949621647,-0.81222487482402,-1.06577241656944
-0.523837127783887,-0.862743413101527,1.06419047403389,1.35709218937829
-0.515635688889974,1.02770482082524,0.690868128302358,0.616268099017214
-0.524047918367817,-1.13113024364028,-0.81222487482402,-1.06577241656944
-0.271104341056673,-0.862743413101527,1.06419047403389,1.35709218937829
0.231451965970033,0.456226230812497,0.312755956897432,-0.370299847788223
-0.528994850914563,-0.599564581034456,0.306815484343569,-1.0414720457
0.477810189338428,1.27356839439528,0.696914360290566,-0.0309494376678412
-0.524047918367817,-0.862743413101527,-2.68864022368194,-3.48863702251718
-0.524047918367817,-0.862743413101527,-0.81222487482402,-1.06577241656944
-0.271104341056673,0.181938976880958,-0.444619032792894,0.268726437169921
0.486222418816272,0.482836682189116,-0.0440138274720971,0.338278740654789
-0.274224398068325,-0.0675661620536508,0.680032070640761,-0.370299847788223
-0.0194539452220863,0.746777973886161,-0.0716264153491552,0.35017466950577
0.231451965970033,0.166779523292161,-0.0716264153491552,0.6366176720843
-0.271104341056673,0.764525988758171,0.312531988043978,-0.0215677742465314
-0.0165446787943649,0.208556801609917,0.306709724909225,-0.0309494376678412
0.224866612027284,0.221447789091706,-0.0440138274720971,-0.34529789927545
-0.269277465521579,0.492827296109844,0.696914360290566,0.0187421268010055
-0.0278661746999297,-0.320502085006212,-0.0607903576875578,-0.738191082702602
-0.0247461176882784,-0.616879839531486,0.329308518259439,1.02951085551145
-0.0247461176882784,0.478391143347407,-0.0548498851336945,-0.398594551903938
0.224866612027284,-0.0262057234479962,-0.444948761080691,-0.692839561122743
0.732580642184667,0.199328647319164,0.696584632002768,0.341983417778859
0.233489632089058,0.189302780260874,0.312861716331776,0.336941797246537
-0.0165446787943649,0.523107954029839,0.312426228609634,0.341983417778859
0.486222418816272,0.452556024269121,-0.0605663888341042,0.640568469886653
0.225077402611214,-0.0897597157673693,-0.444948761080691,-0.738191082702602
0.231451965970033,0.708729397390079,0.312755956897432,-0.0177165654086084
-0.0212808207571807,-0.315294086534529,0.295979426681971,-0.34529789927545
-0.0249569082722083,-0.0790840502778805,-0.0712966870613575,-0.025661696457237
0.477810189338428,0.196016785209591,-0.0440138274720971,-0.692839561122743
-0.0212808207571807,0.21821033892331,0.312861716331776,0.69376553355071
0.233489632089058,-0.5910447204532,-0.444619032792894,0.272577646007844
-0.0247461176882784,-0.0675661620536508,0.323262286271232,0.689914324712787
0.477810189338428,-0.345181146883159,-0.444619032792894,0.322269210476691
-0.271104341056673,-0.0746385114361713,-0.0440138274720971,-0.0296124942595898
0.233489632089058,0.242181107090758,0.295979426681971,-0.00674865576283221
-0.0183715543294592,0.196016785209591,0.323592014559029,-0.0215677742465314
-0.0214916113411106,-0.862743413101527,0.312861716331776,0.338278740654789
0.477810189338428,0.457764022740804,-0.81222487482402,0.0225933356389285
-0.269277465521579,0.440342566851325,-0.428066471430886,0.69376553355071
-0.274224398068325,0.764525988758171,0.312861716331776,-0.354290317610125
-0.016333888210435,-0.318637734095375,0.306815484343569,-0.354290317610125
0.23002433515796,0.164623718383927,-0.444948761080691,-0.722081963560074
0.227986669038936,0.523107954029839,-0.0440138274720971,1.03745598656008
0.233278841505128,0.457764022740804,-0.81222487482402,-0.0105998646007552
0.233489632089058,0.20669245069908,0.329308518259439,-0.0307033169895589
